wMVRVRTlQUT09&locationName=_____________________)
MCLR,NY,PAS,5600377186,07/30/2020,07:47A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWtVMFRtYzlQUT09&locationName=_____________________)
7CC9913,MD,PAS,8575595179,03/14/2018,09:48A,NO PARKING-STREET CLEANING,,45.00,10.00,0.00,0.00,0.00,55.00,050,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPVkVVelQxRTlQUT09&locationName=_____________________)
YOOIBI,FL,PAS,8575595222,03/14/2018,10:34A,FAIL TO DSPLY MUNI METER RECPT,,35.00,10.00,0.00,0.00,0.00,45.00,050,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPVkVsNVRXYzlQUT09&locationName=_____________________)
HNY5902,NY,PAS,8575595260,03/14/2018,11:33A,FAIL TO DSPLY MUNI METER RECPT,06/28/2018,35.00,60.00,18.94,0.00,0.00,113.94,050,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPVkVreVRVRTlQUT09&locationName=_____________________)
BTG4218,GA,PAS,8575595453,03/15/2018,10:49A,FAIL TO DSPLY MUNI METER RECPT,07/05/2018,35.00,60.00,18.77,0.00,0.00,113.77,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPVkZFeFRYYzlQUT09&locationName=_____________________)
HSV5796,NY,PAS,8575595647,03/16/2018,09:57A,FAIL TO DSPLY MUNI METER RECPT,07/05/2018,35.00,60.00,18.78,0.00,0.00,113.78,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPVkZrd1RuYzlQUT09&locationName=_____________________)
2724C0,CT,CMB,8575595891,03/18/2018,08:42A,DOUBLE PARKING,,115.00,10.00,0.00,0.00,0.00,125.00,046,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPVkdjMVRWRTlQUT09&locationName=_____________________)
T696285C,NY,OMT,8575596007,03/19/2018,08:16A,NO PARKING-STREET CLEANING,07/05/2018,45.00,60.00,21.12,0.00,0.00,126.12,046,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPYWtGM1RuYzlQUT09&locationName=_____________________)
L61GFN,NJ,PAS,8575596111,03/19/2018,09:37A,NO PARKING-STREET CLEANING,07/05/2018,45.00,60.00,21.11,0.00,0.00,126.11,046,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPYWtWNFRWRTlQUT09&locationName=_____________________)
JGP7291,NY,PAS,8787885876,02/03/2020,03:37P,DOUBLE PARKING,,115.00,10.00,0.00,0.00,125.00,0.00,079,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNTZaelJPVkdjelRtYzlQUT09&locationName=_____________________)
JJX7415,NY,PAS,8751511071,11/06/2019,03:12P,NO PARKING-DAY/TIME LIMITS,02/20/2020,60.00,60.00,0.21,0.15,120.06,0.00,090,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMVVWWGhOVkVFelRWRTlQUT09&locationName=_____________________)
HSR5440,NY,PAS,8771951647,08/19/2019,08:49A,INSP. STICKER-EXPIRED/MISSING,12/05/2019,65.00,60.00,1.94,0.00,126.94,0.00,108,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak0wMVVhekZOVkZrd1RuYzlQUT09&locationName=_____________________)
PDR214,SC,PAS,5600377241,07/30/2020,08:29A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWtrd1RWRTlQUT09&locationName=_____________________)
KWH7117,PA,PAS,5600377253,07/30/2020,08:29A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWtreFRYYzlQUT09&locationName=_____________________)
HANS90,PA,PAS,5600377290,07/30/2020,08:35A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWtrMVRVRTlQUT09&locationName=_____________________)
VYU1592,VA,PAS,8575596123,03/19/2018,09:40A,NO PARKING-STREET CLEANING,,45.00,10.00,0.00,0.00,0.00,55.00,046,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPYWtWNVRYYzlQUT09&locationName=_____________________)
CU997,RI,PAS,8575596251,03/20/2018,09:36A,NO PARKING-STREET CLEANING,07/19/2018,45.00,60.00,20.75,0.00,0.00,125.75,050,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPYWtreFRWRTlQUT09&locationName=_____________________)
ENL1815,NY,PAS,8575596299,03/20/2018,09:54A,NO PARKING-STREET CLEANING,07/05/2018,45.00,60.00,21.11,0.00,0.00,126.11,050,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPYWtrMVQxRTlQUT09&locationName=_____________________)
52537PC,NY,APP,8575596500,03/21/2018,12:27P,NO STANDING-DAY/TIME LIMITS,,115.00,10.00,0.00,0.00,0.00,125.00,052,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPYWxWM1RVRTlQUT09&locationName=_____________________)
HXM3500P,NY,PAS,8575596536,03/22/2018,08:23A,FAIL TO DSPLY MUNI METER RECPT,,35.00,10.00,0.00,0.00,0.00,45.00,048,BX,TRAFFIC,HEARING ADJOURNMENT,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPYWxWNlRtYzlQUT09&locationName=_____________________)
HHL3464,NY,PAS,8575596901,03/23/2018,12:23P,NO STANDING-DAY/TIME LIMITS,07/12/2018,115.00,60.00,34.89,0.00,0.00,209.89,040,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPYW10M1RWRTlQUT09&locationName=_____________________)
VZK3042,VA,PAS,8575597498,03/27/2018,10:02A,NO PARKING-STREET CLEANING,,45.00,10.00,0.00,0.00,0.00,55.00,046,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPZWxFMVQwRTlQUT09&locationName=_____________________)
T724550C,NY,OMT,8575597541,03/27/2018,11:36A,NO PARKING-STREET CLEANING,07/26/2018,45.00,60.00,20.57,0.00,0.00,125.57,046,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPZWxVd1RWRTlQUT09&locationName=_____________________)
HWK2667,NY,PAS,8575597589,03/27/2018,11:57A,NO PARKING-STREET CLEANING,08/30/2018,45.00,60.00,19.67,0.00,0.00,124.67,046,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPZWxVMFQxRTlQUT09&locationName=_____________________)
HES6127,NY,PAS,8575597607,03/27/2018,12:01P,NO PARKING-STREET CLEANING,07/12/2018,45.00,60.00,20.93,0.00,0.00,125.93,046,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPZWxsM1RuYzlQUT09&locationName=_____________________)
HES6127,NY,PAS,8575597619,03/27/2018,12:01P,REG. STICKER-EXPIRED/MISSING,07/12/2018,65.00,60.00,25.58,0.00,0.00,150.58,046,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPZWxsNFQxRTlQUT09&locationName=_____________________)
270XMG,TN,PAS,8575597723,03/28/2018,10:00A,EXPIRED MUNI METER,,35.00,10.00,0.00,0.00,0.00,45.00,048,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPZW1ONVRYYzlQUT09&locationName=_____________________)
HUL2209,NY,PAS,8575597735,03/28/2018,10:05A,FAIL TO DSPLY MUNI METER RECPT,07/12/2018,35.00,60.00,18.61,0.00,0.00,113.61,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPZW1ONlRsRTlQUT09&locationName=_____________________)
AE82957,CT,PAS,8575597760,03/28/2018,11:44A,EXPIRED MUNI METER,07/12/2018,35.00,60.00,18.61,0.00,0.00,113.61,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZPZW1NeVRVRTlQUT09&locationName=_____________________)
HZT9713,NY,PAS,8804412823,02/17/2020,08:37A,FAIL TO DSPLY MUNI METER RECPT,,35.00,10.00,0.00,0.00,45.00,0.00,044,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmQwNUVVWGhOYW1kNVRYYzlQUT09&locationName=_____________________)
BGM1383,NY,PAS,8769579209,03/06/2020,09:55A,REG. STICKER-EXPIRED/MISSING,,65.00,0.00,0.00,0.00,65.00,0.00,108,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rOVVWVE5QVkVsM1QxRTlQUT09&locationName=_____________________)
JKD5627,NY,PAS,8787886480,02/05/2020,01:28P,NO STANDING-EXC. TRUCK LOADING,,95.00,10.00,0.00,0.00,105.00,0.00,077,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNTZaelJPYWxFMFRVRTlQUT09&locationName=_____________________)
94404ML,NY,COM,8751511897,11/09/2019,11:21A,FIRE HYDRANT,,115.00,60.00,0.00,0.00,175.00,0.00,094,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMVVWWGhOVkdjMVRuYzlQUT09&locationName=_____________________)
JLG2346,NY,PAS,8769579556,03/09/2020,11:04A,INSP STICKER-MUTILATED/C'FEIT,,65.00,0.00,0.00,0.00,65.00,0.00,108,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rOVVWVE5QVkZVeFRtYzlQUT09&locationName=_____________________)
GKW1015,NY,PAS,8751513134,11/15/2019,11:57A,FIRE HYDRANT,,115.00,60.00,0.00,0.00,175.00,0.00,079,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMVVWWGhOZWtWNlRrRTlQUT09&locationName=_____________________)
ARC7102,NY,999,5600377307,07/30/2020,08:35A,NO STANDING-SNOW EMERGENCY,,200.00,0.00,0.00,0.00,0.00,200.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWsxM1RuYzlQUT09&locationName=_____________________)
AN75430,CT,PAS,5600377319,07/30/2020,08:36A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWsxNFQxRTlQUT09&locationName=_____________________)
GXV2313,NY,PAS,5600377320,07/30/2020,08:38A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWsxNVRVRTlQUT09&locationName=_____________________)
GBM2273,NY,SRF,5600377393,07/30/2020,08:43A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING ADJOURNMENT,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWswMVRYYzlQUT09&locationName=_____________________)
KMF5971,PA,PAS,8575598030,03/30/2018,08:42A,FAIL TO DSPLY MUNI METER RECPT,07/19/2018,35.00,60.00,18.46,0.00,0.00,113.46,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkVGNlRVRTlQUT09&locationName=_____________________)
Z73JFE,NJ,PAS,8575598041,03/30/2018,08:45A,NO STANDING-TAXI STAND,,115.00,10.00,0.00,0.00,0.00,125.00,048,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkVFd1RWRTlQUT09&locationName=_____________________)
T724382C,NY,OMT,8575598053,03/30/2018,08:52A,FAIL TO DSPLY MUNI METER RECPT,09/13/2018,35.00,60.00,17.18,0.00,0.00,112.18,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkVFeFRYYzlQUT09&locationName=_____________________)
DE131854,DE,PAS,8575598193,03/30/2018,10:13A,FAIL TO DSPLY MUNI METER RECPT,,35.00,10.00,0.00,0.00,0.00,45.00,048,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkVVMVRYYzlQUT09&locationName=_____________________)
T672539C,NY,OMT,8575598375,03/31/2018,08:59A,FAIL TO DSPLY MUNI METER RECPT,08/16/2018,35.00,60.00,17.82,0.00,0.00,112.82,049,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkUwelRsRTlQUT09&locationName=_____________________)
HZG6376,NY,PAS,8575598429,03/31/2018,09:18A,FAIL TO DSPLY MUNI METER RECPT,10/18/2018,35.00,60.00,16.37,0.00,0.00,111.37,049,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkZGNVQxRTlQUT09&locationName=_____________________)
GJXZ77,FL,PAS,8575598521,03/31/2018,12:03P,DOUBLE PARKING,07/19/2018,115.00,60.00,34.59,0.00,0.00,209.59,049,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkZWNVRWRTlQUT09&locationName=_____________________)
9DF3088,MD,PAS,8575598557,04/01/2018,08:03A,NO STANDING-DAY/TIME LIMITS,,115.00,10.00,0.00,0.00,0.00,125.00,046,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkZVeFRuYzlQUT09&locationName=_____________________)
HFP9113,NY,PAS,8575598727,04/01/2018,12:46P,NO STANDING-DAY/TIME LIMITS,07/19/2018,115.00,60.00,34.59,0.00,0.00,209.59,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkdONVRuYzlQUT09&locationName=_____________________)
HWX1900,NY,PAS,8575598818,04/03/2018,08:16A,NO PARKING-STREET CLEANING,07/19/2018,45.00,60.00,20.75,0.00,0.00,125.75,044,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkdkNFQwRTlQUT09&locationName=_____________________)
HXH3255,NY,PAS,8575598820,04/03/2018,08:19A,FAIL TO DSPLY MUNI METER RECPT,07/19/2018,35.00,60.00,18.46,0.00,0.00,113.46,044,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkdkNVRVRTlQUT09&locationName=_____________________)
386WEH,KY,PAS,8575598843,04/03/2018,08:25A,NO PARKING-STREET CLEANING,07/19/2018,45.00,60.00,20.75,0.00,0.00,125.75,044,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkdjd1RYYzlQUT09&locationName=_____________________)
GUM8999,NY,PAS,8771954090,08/27/2019,09:01A,NO PARKING-STREET CLEANING,12/12/2019,45.00,60.00,0.77,0.00,105.77,0.00,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak0wMVVhekZPUkVFMVRVRTlQUT09&locationName=_____________________)
345JEP,KS,PAS,8771955136,08/30/2019,08:42A,NO PARKING-STREET CLEANING,12/19/2019,45.00,60.00,1.16,0.03,106.13,0.00,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak0wMVVhekZPVkVWNlRtYzlQUT09&locationName=_____________________)
HXZ9711,NY,PAS,8787887290,02/07/2020,12:13P,NO PARKING-STREET CLEANING,,45.00,10.00,0.00,0.00,55.00,0.00,081,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNTZaelJPZWtrMVRVRTlQUT09&locationName=_____________________)
GSN2271,NY,PAS,5600377400,07/30/2020,08:45A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWxGM1RVRTlQUT09&locationName=_____________________)
BNY3099,NY,PAS,5600377411,07/30/2020,08:46A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWxGNFRWRTlQUT09&locationName=_____________________)
QTT495,CO,PAS,5600377447,07/30/2020,08:48A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWxFd1RuYzlQUT09&locationName=_____________________)
GYX9314,NY,PAS,5600377484,07/30/2020,08:49A,NO STANDING-SNOW EMERGENCY,,50.00,0.00,0.00,0.00,0.00,50.00,000,MN,DEPARTMENT OF TRANSPORTATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVUVE5PZWxFMFRrRTlQUT09&locationName=_____________________)
HRU6008,NY,PAS,8575598910,04/03/2018,08:52A,INSP. STICKER-EXPIRED/MISSING,07/19/2018,65.00,60.00,25.36,0.00,0.00,150.36,044,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkd0NFRVRTlQUT09&locationName=_____________________)
1MD693,MA,PAS,8575598958,04/03/2018,09:24A,NO PARKING-STREET CLEANING,,45.00,10.00,0.00,0.00,0.00,55.00,044,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQUkdzeFQwRTlQUT09&locationName=_____________________)
XAZD81,NJ,PAS,8575599070,04/03/2018,11:29A,FAIL TO DSPLY MUNI METER RECPT,07/19/2018,35.00,60.00,18.46,0.00,0.00,113.46,044,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQVkVFelRVRTlQUT09&locationName=_____________________)
T649364C,NY,OMT,8575599150,04/04/2018,08:49A,FAIL TO DSPLY MUNI METER RECPT,08/09/2018,35.00,60.00,17.98,0.00,0.00,112.98,046,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQVkVVeFRVRTlQUT09&locationName=_____________________)
KLK4243,PA,PAS,8575599197,04/04/2018,09:14A,FAIL TO DSPLY MUNI METER RECPT,07/19/2018,35.00,60.00,18.46,0.00,0.00,113.46,046,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQVkVVMVRuYzlQUT09&locationName=_____________________)
X32HRN,NJ,PAS,8575599392,04/05/2018,08:47A,FAIL TO DSPLY MUNI METER RECPT,07/26/2018,35.00,60.00,18.30,0.00,0.00,113.30,046,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQVkUwMVRXYzlQUT09&locationName=_____________________)
AL73400,CT,PAS,8575599458,04/05/2018,10:27A,NO STANDING-DAY/TIME LIMITS,08/16/2018,115.00,60.00,33.39,0.00,0.00,208.39,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQVkZFeFQwRTlQUT09&locationName=_____________________)
BLF3440,MI,PAS,8575599586,04/06/2018,08:52A,FAIL TO DSPLY MUNI METER RECPT,,35.00,10.00,0.00,0.00,0.00,45.00,046,BX,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQVkZVMFRtYzlQUT09&locationName=_____________________)
HXH6787,NY,PAS,8575599860,04/07/2018,11:11A,INSP. STICKER-EXPIRED/MISSING,07/26/2018,65.00,60.00,25.14,0.00,0.00,150.14,049,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVWVFZQVkdjeVRVRTlQUT09&locationName=_____________________)
GPY1499,NY,PAS,8575600072,05/26/2017,12:12P,FRONT OR BACK PLATE MISSING,10/26/2017,65.00,60.00,30.66,0.00,10.00,145.66,047,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVXWGROUkVFelRXYzlQUT09&locationName=_____________________)
HBG8637,NY,PAS,8575600989,06/08/2017,02:41P,REG. STICKER-EXPIRED/MISSING,09/28/2017,65.00,60.00,34.59,0.00,0.00,159.59,045,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNVVXWGROUkdzMFQxRTlQUT09&locationName=_____________________)
